key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,title2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188841,"Effects of Pollution on Fish Behavior, Personality, and Cognition: Some Research Perspectives",2020,1,1,,2296701X,8,NA,,"Jacquin L., Petitjean Q., Côte J., Laffaille P., Jean S.",,,Frontiers Media S.A.,,"Pollutants, and more generally, environmental stressors, are a neglected source of behavioral and cognitive variations in wild populations. Based on recent literature in fish, we highlight four interesting research perspectives to better understand the effects of pollutants on the links between fish behavior, cognition and fitness. First, (1) we review the neurotoxic effects of pollutants on fish behavior, personality, and cognition. These behavioral and cognitive effects could in turn affect the level of exposure to pollutants, potentially generating feedback loops that may amplify the effects of pollutants on fish fitness. Second, we propose that (2) the effects of pollutants should be studied in a multistress context, i.e., in realistic environmental conditions in combination with other stressors, because some stressors could amplify the behavioral effects of pollutants on fitness. Third (3), existing studies show that physiology, personality, cognition, and fitness components are often linked in syndromes. Pollutants could lead to syndrome disruption, which could affect the evolutionary trajectories of exposed populations. Future studies should thus focus on the complex links between traits to better understand the consequences of stressors on evolutionary trajectories. Fourth, (4) exposure to chronic pollution could lead to local adaptation or maladaptation, which could result into high intraspecific variability of sensitivity among wild populations. In addition, evolutionary responses to pollution could constrain, or be constrained by evolutionary responses to other stressors. We thus encourage future studies to use integrative approaches to bridge the gap between ecotoxicology, cognitive ecology and evolutionary ecology in a multistress framework to tackle these exciting questions and improve our ability to predict the effects of anthropogenic stressors on wildlife. © Copyright © 2020 Jacquin, Petitjean, Côte, Laffaille and Jean.",,10.3389/fevo.2020.00086,,NA,NA,effects of pollution on fish behavior personality and cognition some research perspectives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188842,Assessing zinc tolerance in two butterfly species: consequences for conservation in polluted environments,2020,1,1,,1752458X,13,2,,"Shephard A.M., Mitchell T.S., Henry S.B., Oberhauser K.S., Kobiela M.E., Snell-Rood E.C.",,,Wiley-Blackwell Publishing Ltd,,"Zinc is a widespread pollutant released from industrial combustion, automobile residue, and mining. Zinc accumulates in soils and mobilises into plant tissue where it may be consumed to potentially toxic levels by leaf feeding insects, including developing pollinators. While zinc tolerance thresholds have been previously assessed in insect pollinators, most observations are limited to model organisms and pest species. We lack understanding of zinc tolerance in insects of conservation concern. We assess dietary zinc tolerance of developing caterpillars from wild populations of the monarch butterfly (Danaus plexippus), a species of conservation concern, whose caterpillars are commonly exposed to elevated dietary zinc exposure in milkweed plants along roadsides. We contrast monarch zinc tolerance with that of cabbage white butterfly caterpillars (Pieris rapae), a non-native pest species. Tolerance was assessed by rearing caterpillars on artificial diets containing varying levels of zinc. Zinc reduced monarch survival at levels as low as 344 mg kg−1 but positively impacted cabbage white survival at 227 and 738 mg kg−1. Cabbage whites also displayed prolonged development time, smaller adult body size, and slower growth rate, consistent with the possibility that zinc tolerance had fitness costs. Our results support previous observations that heavy metal tolerance varies between species and highlight the importance of broadening our understanding of tolerance to insect species of conservation concern before drawing general conclusions about insect susceptibility to heavy metal pollution. Nonetheless, our results suggest that zinc pollution alone is unlikely a risk in developing roadside habitat for monarch butterflies. © 2020 The Royal Entomological Society",,10.1111/icad.12404,Zinc,NA,NA,assessing zinc tolerance in two butterfly species consequences for conservation in polluted environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188843,Disruption of male mating strategies in a chemically compromised environment,2020,1,1,,489697,703,NA,,"Bertram M.G., Tomkins P., Saaristo M., Martin J.M., Michelangeli M., Tomkins R.B., Wong B.B.M.",,,Elsevier B.V.,,"A leading source of endocrine-disrupting chemicals (EDCs) in the environment is run-off of veterinary pharmaceuticals used in agriculture, including hormonal growth promotants (HGPs). Despite being banned in various countries, HGP use is still common in beef production around the world. The androgenic steroid 17β-trenbolone (17β-TB) is a HGP that commonly enters surface waters via livestock effluent run-off. Here, we used a flow-through system to expose wild-caught adult male guppies (Poecilia reticulata) to an environmentally realistic level of 17β-TB (average measured concentration = 2 ng/L) for 21 days. We then compared the response of exposed and unexposed males to sequentially presented large and small stimulus (unexposed) females. Due to a positive size-fecundity relationship, larger females are generally expected to be preferred by males. While we found no evidence that the size of a previously encountered female affected the amount of courtship or coercive ‘sneak’ mating behaviour performed by males during the second presentation, males from both exposure treatments conducted more frequent courting events towards larger females during both presentations, suggesting an absolute preference for greater female size. Further, across both presentations, 17β-TB exposure caused a shift in male mating strategy towards increased coercive sneaking behaviour, although male sequential investment into mating effort was not impacted at the tested dosage. In combination, our findings demonstrate that exposure to a field-realistic level of a widespread agricultural pollutant alters male mating strategies in fish, and contribute to a growing understanding of sub-lethal impacts of chemical contaminants on complex behaviours in wildlife. © 2019 Elsevier B.V.",,10.1016/j.scitotenv.2019.134991,,31757546,NA,disruption of male mating strategies in a chemically compromised environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188844,Low concentrations of the benzodiazepine drug oxazepam induce anxiolytic effects in wild-caught but not in laboratory zebrafish,2020,1,1,,489697,703,NA,,"Vossen L.E., Červený D., Sen Sarma O., Thörnqvist P.-O., Jutfelt F., Fick J., Brodin T., Winberg S.",,,Elsevier B.V.,,"Pollution by psychoactive pharmaceuticals has been found to disrupt anti-predator behaviors of wild fish. The challenge is now to identify which of the many psychoactive drugs pose the greatest threat. One strategy is to screen for behavioral effects of selected pharmaceuticals using a single, widely available fish species such as zebrafish. Here, we show that although such high-throughput behavioral screening might facilitate comparisons between pharmaceuticals, the choice of strain is essential. While wild-caught zebrafish exposed to concentrations of the anxiolytic drug oxazepam as low as 0.57 μg L−1 showed a reduction in the response to conspecific alarm pheromone, laboratory strain AB did not respond to the alarm cue, and consequently, the anxiolytic effect of oxazepam could not be measured. Adaptation to the laboratory environment may have rendered laboratory strains unfit for use in some ecotoxicological and pharmacological studies, since the results might not translate to wild fish populations. © 2019 Elsevier B.V.",,10.1016/j.scitotenv.2019.134701,Benzodiazepines;Oxazepam;Anti-Anxiety Agents,31734507,NA,low concentrations of the benzodiazepine drug oxazepam induce anxiolytic effects in wildcaught but not in laboratory zebrafish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188845,Asiatic clam Corbicula fluminea exhibits distinguishable behavioural responses to crude oil under semi-natural multiple stress conditions,2020,1,1,,0166445X,219,NA,,"Miserazzi A., Sow M., Gelber C., Charifi M., Ciret P., Dalens J.M., Weber C., Le Floch S., Lacroix C., Blanc P., Massabuau J.C.",,,Elsevier B.V.,,"Aquatic ecosystems are subject to many anthropogenic disturbances, and understanding their possible impacts is a real challenge. Developing approaches based on the behaviour of bivalve mollusks, an integrating marker of the state of the organisms, and therefore of their environment, is relevant, whether within a natural ecosystem or an ecosystem subject to industrial activities. The main objective of this study was to identify by HFNI Valvometry a reliable and reproducible clam behavioural response in the presence of crude oil in a multistress context. To closely replicate actual field conditions, Corbicula fluminea was exposed in outdoor artificial streams that were subject to natural variations and were continuously fed by fresh water from the Gave de Pau (S.W. France). After a period of 26 days in these artificial streams, the clams (n = 14–16 per condition) were separately exposed for 10 days to crude oil alone, crude oil and barium, crude oil and noise pollution, crude oil and turbidity pulses, barium alone, noise pollution alone, turbidity pulses alone or natural changes alone. The secondary objective was to characterize the accumulation of polycyclic aromatic hydrocarbons (PAH) in 3 tissues (gills, adductor muscles and foot) in clams exposed for 10 days to crude oil alone or under multistress conditions (n = 5 clams per condition) and then to compare the accumulation and behaviour of clams under these conditions. The response of clams to crude oil alone or under multistress conditions was visually and statistically significant and not confounded by the other disturbances tested, despite large variations in water temperature. In the presence of crude oil, the behaviour of clams was characterized by an increase in valve-closure duration, a decrease in valve-opening amplitude and an increase in valve agitation index. In the presence of crude oil, the clam behaviour showed no direct relationship with PAH accumulation in the gills, adductor muscles or foot, although hypothetical mechanisms are discussed. This work supports the growing interest in studying the behaviour of bivalve mollusks in the context of biomonitoring of the aquatic environment surrounding oil facilities. © 2019 Elsevier B.V.",,10.1016/j.aquatox.2019.105381,,31869578,NA,asiatic clam corbicula fluminea exhibits distinguishable behavioural responses to crude oil under seminatural multiple stress conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188846,Altered visual environment affects a tropical freshwater fish assemblage through impacts on predator–prey interactions,2020,1,1,,465070,65,2,,"Ehlman S.M., Torresdal J.D., Fraser D.F.",,,Blackwell Publishing Ltd,,"Increased turbidity and siltation caused by rock quarrying, mining, and deforestation are pervasive disturbances in aquatic systems. Turbidity interferes with vision for aquatic organisms, potentially altering predator–prey interactions. We studied the effects of these disturbances in Trinidadian streams by surveying predators and their shared prey both in streams with versus without quarries as well as in a focal stream before and after the establishment of a quarry. Then, to evaluate whether differential foraging success in turbid water might underlie abundance patterns of predators, we experimentally induced turbidity in mesocosms and measured predator foraging success. Upstream quarry presence had a dramatic effect on the benthic structure of streams, greatly increasing siltation. A substantial decrease in the abundance of a diurnal cichlid predator (Crenicichla frenata) was associated with quarry presence, while a nocturnal erytherinid predator (Hoplias malabaricus) was equally as abundant in streams with or without quarries. The density of their shared prey, the Trinidadian guppy (Poecilia reticulata) remained unchanged. In mesocosm trials, Crenicichla were less successful predators with turbidity, whereas Hoplias performed equally across turbidities. These foraging success results help explain differences in demographic shifts in response to turbidity for both predators. By relating short-term effects of an anthropogenically altered visual environment on species interactions to abundance patterns of predators and prey, this study helps to identify an important mechanism whereby changes to species’ visual ecology may have long-term effects on population biology. © 2019 John Wiley & Sons Ltd",,10.1111/fwb.13425,Prednisolone,NA,NA,altered visual environment affects a tropical freshwater fish assemblage through impacts on predatorprey interactions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188847,Transgenerational Plasticity in Human-Altered Environments,2020,1,1,,1695347,35,2,,"Donelan S.C., Hellmann J.K., Bell A.M., Luttbeg B., Orrock J.L., Sheriff M.J., Sih A.",,,Elsevier Ltd,,"Our ability to predict how species will respond to human-induced rapid environmental change (HIREC) may depend upon our understanding of transgenerational plasticity (TGP), which occurs when environments experienced by previous generations influence phenotypes of subsequent generations. TGP evolved to help organisms cope with environmental stressors when parental environments are highly predictive of offspring environments. HIREC can alter conditions that favored TGP in historical environments by reducing parents’ ability to detect environmental conditions, disrupting previous correlations between parental and offspring environments, and interfering with the transmission of parental cues to offspring. Because of the propensity to produce errors in these processes, TGP will likely generate negative fitness outcomes in response to HIREC, though beneficial fitness outcomes may occur in some cases. © 2019 Elsevier Ltd",,10.1016/j.tree.2019.09.003,Humanities;Humanism;Humans,31706627,NA,transgenerational plasticity in humanaltered environments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188848,Environmental toxicology: wildlife,2020,1,1,,,NA,NA,,"Barton C.C., Ainerua M.O.",,,Elsevier,,"Wildlife toxicology is the study of the effects of environmental contaminants on the physiology and anatomy of wildlife which determines their fitness and survival including reproduction success, health, and well-being. Some of the initial concern and impetus of the modern environmental movement was the result of the perceived impact of environmental chemicals on wildlife. Wildlife will be exposed to environmental chemicals from the water they drink, from the environment in which they live, from the foods that they eat, and from the air that they breathe. Some chemicals, such as mercury and PCBs, have the ability to bioaccumulate within the tissues of animals and can present a potential of toxicity to humans that may consume these animals as a source of food. Consumption of certain species of fish can present a health concern to individuals who eat large amounts of these fish species. This chapter provides a list of resources on toxicology and the exposure of hazardous chemicals to wildlife. © 2020 Elsevier Inc. All rights reserved.",,10.1016/B978-0-12-813724-6.00030-X,Ecotoxicology,NA,NA,environmental toxicology wildlife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188850,Temperature and Estrogen Alter Predator-Prey Interactions between Fish Species,2020,1,1,,25174843,2,1,,"Ward J.L., Korn V., Auxier A.N., Schoenfuss H.L.",,,Oxford University Press,,"Synopsis A variety of environmental estrogens are commonly detected in human-impacted waterways. Although much is known about the effects of these environmental estrogens on the reproductive physiology and behavior of individuals within species, comparatively less is known about how these compounds alter the outcomes of interactions between species. Furthermore, few studies have considered how the effects of contaminants are modulated by natural variation in abiotic factors, such as temperature. To help fill this knowledge gap, we conducted a factorial experiment to examine the independent and combined effects of estrone (E1) and temperature on the outcome of predator prey interactions between two common North American freshwater fishes, fathead minnows (Pimephales promelas) and bluegill sunfish (Lepomis macrochirus). Larval fathead minnows and adult sunfish were exposed to either a low (mean6standard deviation, 90.1618 ng/L; n=16) or high (4146147 ng/L; n=15) concentration of E1 or to a solvent control for 30 days at one of four natural seasonal temperatures (15C, 18C, 21C, and 24C) before predation trials were performed. Exposure to E1 was associated with a significant increase in larval predation mortality that was independent of temperature. Across all temperature treatments, approximately 74% of control minnows survived; this survivorship significantly exceeded that of minnows exposed to either concentration of E1 (49% and 53% for minnows exposed to the low and high concentrations, respectively). However, exposure to E1 also impaired the prey-capture success of sunfish, partially mitigating predation pressure on exposed minnows. Overall prey-capture success by sunfish showed an inverted U-shaped distribution with temperature, with maximal prey consumption occurring at 21C. This study illustrates the vulnerability of organismal interactions to estrogenic pollutants and highlights the need to include food web interactions in assessments of risk. © 2020 OUP. All rights reserved.",,10.1093/iob/obaa008,Prednisolone;Estrogens,NA,NA,temperature and estrogen alter predatorprey interactions between fish species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rayyan-1227188851,"Evidence for cryptic diversity in the Neotropical water snake, Helicops angulatus (Linnaeus, 1758) (Dipsadidae, Hydropsini), with comments on its ecology, facultative reproductive mode, and conservation",2020,1,1,,1083446X,14,3,,"Murphy J.C., Muñoz-Mérida A., Auguste R.J., Lasso-Alcalá O., Rivas G.A., Jowers M.J.",,,Amphibian and Reptile Conservation,,"The neotropical aquatic snake genus Helicops contains 19 species, some of which are oviparous, while others are viviparous. Using phylogenetic and morphological relationships, H. angulatus from the island of Trinidad (West Indies) is compared to other mainland populations. We recover H. angulatus as paraphyletic, suggesting evidence of cryptic diversity within the species, and remove Helicops cyclops Cope, 1868 from the synonymy of Helicops angulatus (Linnaeus) based on morphology; thus, increasing the number of Helicops species to 20. Previous reports suggest some populations of the widespread Helicops angulatus are oviparous. In contrast, other populations have been reported as viviparous, and the conflicting reports are discussed based upon recent literature on the evolution of viviparity. Anecdotal evidence suggests Trinidad Helicops angulatus are facultatively viviparous. The importance of conserving this unusual population, and its associated aquatic habitats, are discussed. © 2020 Murphy et al. This is an open access article distributed under the terms of the Creative Commons Attribution License [Attribution 4.0 International (CC BY 4.0)",,,,NA,NA,evidence for cryptic diversity in the neotropical water snake helicops angulatus linnaeus 1758 dipsadidae hydropsini with comments on its ecology facultative reproductive mode and conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
